SystemName,StandardName,LongName,DBName,ShortName,MaximumLength,DataType,Precision,Searchable,Interpretation,Alignment,UseSeparator,EditMaskID,LookupName,MaxSelect,Units,Index,Minimum,Maximum,Default,Required,SearchHelpID,Unique,MetadataEntryID,ModTimeStamp,ForeignKeyName,ForeignField,InKeyIndex
ListAgentFullName,,"List Agent Full Name",R2112,"List Agent Full Name",150,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
ListAgentMLSID,,"List Agent MLSID",R2113,"List Agent MLSID",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
ListingOnInternetYN,,"Listing On Internet YN",R2115,"Listing On Internet YN",1,Boolean,,1,,Left,0,,,,,,,,,0,,0,,,,,
ListingType,,"Listing Type",R2116,"Listing Type",75,Character,,1,Lookup,Left,0,,ListingType,1,,,,,,0,,0,,,,,
ListOffice_MUI,,"List Office MUI",R2117,"List Office MUI",19,Long,,1,Number,Right,0,,,,,,0,9223372036854775807,,0,,0,,,,,
ListOfficeMLSID,,"List Office MLSID",R2118,"List Office MLSID",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
ListOfficeName,,"List Office Name",R2119,"List Office Name",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
ListOfficePhone,,"List Office Phone",R2120,"List Office Phone",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
ListPrice,,"List Price",R2121,"List Price",16,Decimal,2,1,Number,Right,0,,,,,,0,999999999999,,0,,0,,,,,
LiveAboardYN,,"Live Aboard YN",R4158,"Live Aboard YN",1,Boolean,,1,,Left,0,,,,,,,,,0,,0,,,,,
LotUnit,,"Lot Unit",R2328,"Lot Unit",15,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
MarinaName,,"Marina Name",R2272,"Marina Name",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
matrix_unique_id,,"Matrix Unique ID",R2124,"Matrix Unique ID",19,Long,,1,Number,Right,0,,,,,,0,9223372036854775807,,0,,1,,,,,
MatrixModifiedDT,,"Matrix Modified DT",R2125,"Matrix Modified DT",23,DateTime,,1,,Left,0,,,,,,,,,0,,0,,,,,
MaxPermittedDraft,,"Max Permitted Draft",R2127,"Max Permitted Draft",4,Decimal,1,1,Number,Right,0,,,,,,-99,99,,0,,0,,,,,
MaxWaterDepthMLT,,"Max Water Depth MLT",R2128,"Max Water Depth MLT",4,Decimal,1,1,Number,Right,0,,,,,,-99,99,,0,,0,,,,,
MaxWetSlipBeam,,"Max Wet Slip Beam",R2129,"Max Wet Slip Beam",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
MaxWetSlipLenghtOverall,,"Max Wet Slip Lenght Overall",R2130,"Max Wet Slip Lenght Over",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
MeanLowTide,,"Mean Low Tide",R2131,"Mean Low Tide",12,Decimal,2,1,Number,Right,0,,,,,,-99999999,99999999,,0,,0,,,,,
MLS,,MLS,R2298,MLS,75,Character,,1,Lookup,Left,0,,MLS,1,,,,,,0,,0,,,,,
MLSAreaMajor,,"MLS Area Major",R2132,"MLS Area Major",75,Character,,1,Lookup,Left,0,,MLSAreaMajor,1,,,,,,0,,0,,,,,
MLSNumber,,"MLS Number",R2133,"MLS Number",20,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
NonRepComp,,"Non Rep Comp",R2134,"Non Rep Comp",10,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
NumberOfSlipsInMarina,,"Number Of Slips In Marina",R2135,"Number Of Slips In Marin",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
OriginalListPrice,,"Original List Price",R2138,"Original List Price",16,Decimal,2,1,Number,Right,0,,,,,,0,999999999999,,0,,0,,,,,
OtherFee,,"Other Fee",R4130,"Other Fee",17,Decimal,2,1,Number,Right,0,,,,,,0,9999999999999,,0,,0,,,,,
OtherFeeFrequency,,"Other Fee Frequency",R4134,"Other Fee Frequency",75,Character,,1,Lookup,Left,0,,OtherFeeFrequency,1,,,,,,0,,0,,,,,
OWNINT,,OWNINT,R4375,OWNINT,75,Character,,1,Lookup,Left,0,,OWNINT,1,,,,,,0,,0,,,,,
ParcelNumber,,"Parcel Number",R2140,"Parcel Number",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
PhotoCount,,"Photo Count",R2270,"Photo Count",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
PhotoModificationTimestamp,,"Photo Modification Timestamp",R2144,"Photo Modification Times",23,DateTime,,1,,Left,0,,,,,,,,,0,,0,,,,,
Possession,,Possession,R2145,Possession,1000,Character,,1,LookupMulti,Left,0,,Possession,100,,,,,,0,,0,,,,,
PostalCode,,"Postal Code",R2146,"Postal Code",10,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
PostalCodePlus4,,"Postal Code Plus 4",R2314,"Postal Code Plus 4",4,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
PotentialShortSaleYN,,"Potential Short Sale YN",R2148,"Potential Short Sale YN",1,Boolean,,1,,Left,0,,,,,,,,,0,,0,,,,,
PropertyAddressonInternetYN,,"Property Addresson Internet YN",R2150,"Property Addresson Inter",1,Boolean,,1,,Left,0,,,,,,,,,0,,0,,,,,
PropertyInformation,,"Property Information",R2151,"Property Information",3000,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
PropertyType,,"Property Type",R2305,"Property Type",75,Character,,1,Lookup,Left,0,,PropertyType,1,,,,,,0,,0,,,,,
Range,,Range,R2155,Range,25,Character,,1,,Right,0,,,,,,,,,0,,0,,,,,
RoomCount,,"Room Count",R2161,"Room Count",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
Section,,Section,R2162,Section,25,Character,,1,,Right,0,,,,,,,,,0,,0,,,,,
SellerConcessionAmount,,"Seller Concession Amount",R2650,"Seller Concession Amount",20,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingAgent_MUI,,"Selling Agent MUI",R2164,"Selling Agent MUI",19,Long,,1,Number,Right,0,,,,,,0,9223372036854775807,,0,,0,,,,,
SellingAgentDirectWorkPhone,,"Selling Agent Direct Work Phone",R2165,"Selling Agent Direct Wor",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingAgentFullName,,"Selling Agent Full Name",R2167,"Selling Agent Full Name",150,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingAgentMLSID,,"Selling Agent MLSID",R2168,"Selling Agent MLSID",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingOffice_MUI,,"Selling Office MUI",R2169,"Selling Office MUI",19,Long,,1,Number,Right,0,,,,,,0,9223372036854775807,,0,,0,,,,,
SellingOfficeMLSID,,"Selling Office MLSID",R2170,"Selling Office MLSID",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingOfficeName,,"Selling Office Name",R2171,"Selling Office Name",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingOfficePhone,,"Selling Office Phone",R2172,"Selling Office Phone",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SettlementAgentAddress,,"Settlement Agent Address",R2651,"Settlement Agent Address",100,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SettlementAgentEmail,,"Settlement Agent Email",R2652,"Settlement Agent Email",80,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SettlementAgentName,,"Settlement Agent Name",R2653,"Settlement Agent Name",150,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SettlementAgentPhone,,"Settlement Agent Phone",R2654,"Settlement Agent Phone",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SlipCoveredYN,,"Slip Covered YN",R2177,"Slip Covered YN",1,Boolean,,1,,Left,0,,,,,,,,,0,,0,,,,,
SlipNumber,,"Slip Number",R2178,"Slip Number",10,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SlipType,,"Slip Type",R2179,"Slip Type",75,Character,,1,Lookup,Left,0,,SlipType,1,,,,,,0,,0,,,,,
SpecialAssessment,,"Special Assessment",R4176,"Special Assessment",17,Decimal,2,1,Number,Right,0,,,,,,0,9999999999999,,0,,0,,,,,
SpecialAssessmentFeeFreq,,"Special Assessment Fee Freq",R4177,"Special Assessment Fee F",75,Character,,1,Lookup,Left,0,,FeeFrequency,1,,,,,,0,,0,,,,,
SpecialInformation,,"Special Information",R2182,"Special Information",1000,Character,,1,LookupMulti,Left,0,,SpecialInformation,100,,,,,,0,,0,,,,,
StateOrProvince,,"State Or Province",R2183,"State Or Province",2,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
Status,,Status,R2184,Status,75,Character,,1,Lookup,Left,0,,Status,1,,,,,,0,,0,,,,,
StatusType,,"Status Type",R2185,"Status Type",75,Character,,1,Lookup,Left,0,,StatusType,1,,,,,,0,,0,,,,,
StreetDirPrefix,,"Street Dir Prefix",R2317,"Street Dir Prefix",75,Character,,1,Lookup,Left,0,,CardinalPoints,1,,,,,,0,,0,,,,,
StreetDirSuffix,,"Street Dir Suffix",R2186,"Street Dir Suffix",75,Character,,1,Lookup,Left,0,,CardinalPoints,1,,,,,,0,,0,,,,,
StreetName,,"Street Name",R2187,"Street Name",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
StreetNumber,,"Street Number",R2188,"Street Number",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
StreetNumberModifier,,"Street Number Modifier",R2318,"Street Number Modifier",10,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
StreetSuffix,,"Street Suffix",R2189,"Street Suffix",75,Character,,1,Lookup,Left,0,,StreetSuffix,1,,,,,,0,,0,,,,,
SubjectToLeaseYN,,"Subject To Lease YN",R4136,"Subject To Lease YN",1,Boolean,,1,,Left,0,,,,,,,,,0,,0,,,,,
Table,,Table,R2193,Table,75,Character,,1,Lookup,Left,0,,Table,1,,,,,,0,,0,,,,,
TaxDesc,,"Tax Desc",R2195,"Tax Desc",1000,Character,,1,LookupMulti,Left,0,,TaxDesc,100,,,,,,0,,0,,,,,
TaxDistrictType,,"Tax District Type",R2196,"Tax District Type",75,Character,,1,Lookup,Left,0,,TaxDistrictType,1,,,,,,0,,0,,,,,
Taxes,,Taxes,R2197,Taxes,17,Decimal,2,1,Number,Right,0,,,,,,0,9999999999999,,0,,0,,,,,
TaxYear,,"Tax Year",R2198,"Tax Year",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
TotalBuildings,,"Total Buildings",R2201,"Total Buildings",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
Township,,Township,R2202,Township,25,Character,,1,,Right,0,,,,,,,,,0,,0,,,,,
TransactionType,,"Transaction Type",R4321,"Transaction Type",75,Character,,1,Lookup,Left,0,,TransactionType,1,,,,,,0,,0,,,,,
TransBrokerComp,,"Trans Broker Comp",R2203,"Trans Broker Comp",10,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
UnitNumber,,"Unit Number",R2204,"Unit Number",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
VirtualTourURL,,"Virtual Tour URL",R2206,"Virtual Tour URL",255,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
VirtualTourURL2,,"Virtual Tour URL 2",R2676,"Virtual Tour URL 2",255,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
WaterfrontDesc,,"Waterfront Desc",R2331,"Waterfront Desc",1000,Character,,1,LookupMulti,Left,0,,WaterfrontDesc,100,,,,,,0,,0,,,,,
WaterfrontYN,,"Waterfront YN",R2332,"Waterfront YN",1,Boolean,,1,,Left,0,,,,,,,,,0,,0,,,,,
YearBuilt,,"Year Built",R2208,"Year Built",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
YearsRemainingOnLandLease,,"Years Remaining On Land Lease",R2209,"Years Remaining On Land ",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
