SystemName,StandardName,LongName,DBName,ShortName,MaximumLength,DataType,Precision,Searchable,Interpretation,Alignment,UseSeparator,EditMaskID,LookupName,MaxSelect,Units,Index,Minimum,Maximum,Default,Required,SearchHelpID,Unique,MetadataEntryID,ModTimeStamp,ForeignKeyName,ForeignField,InKeyIndex
TotalAnnualRecurringFees,,"Total Annual Recurring Fees",R2615,"Total Annual Recurring F",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
TotalArea,,"Total Area",R835,"Total Area",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
TotalFloors,,"Total Floors",R837,"Total Floors",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
Township,,Township,R838,Township,25,Character,,1,,Right,0,,,,,,,,,0,,0,,,,,
TransBrokerComp,,"Trans Broker Comp",R839,"Trans Broker Comp",10,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
TransferFee,,"Transfer Fee",R840,"Transfer Fee",17,Decimal,2,1,Number,Right,0,,,,,,0,9999999999999,,0,,0,,,,,
UnitCount,,"Unit Count",R841,"Unit Count",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
UnitFloor,,"Unit Floor",R842,"Unit Floor",5,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
UnitNumber,,"Unit Number",R843,"Unit Number",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
UnitsinBuilding,,"Unitsin Building",R844,"Unitsin Building",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
UnitsinComplex,,"Unitsin Complex",R845,"Unitsin Complex",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
View,,View,R893,View,1000,Character,,1,LookupMulti,Left,0,,View,100,,,,,,0,,0,,,,,
VirtualTourURL,,"Virtual Tour URL",R847,"Virtual Tour URL",255,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
VirtualTourURL2,,"Virtual Tour URL 2",R2671,"Virtual Tour URL 2",255,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
Water,,Water,R894,Water,1000,Character,,1,LookupMulti,Left,0,,Water,100,,,,,,0,,0,,,,,
WaterfrontDesc,,"Waterfront Desc",R895,"Waterfront Desc",1000,Character,,1,LookupMulti,Left,0,,WaterfrontDesc,100,,,,,,0,,0,,,,,
WaterfrontYN,,"Waterfront YN",R849,"Waterfront YN",1,Boolean,,1,,Left,0,,,,,,,,,0,,0,,,,,
Windows,,Windows,R896,Windows,1000,Character,,1,LookupMulti,Left,0,,Windows,100,,,,,,0,,0,,,,,
YearBuilt,,"Year Built",R851,"Year Built",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
ZoningCode,,"Zoning Code",R852,"Zoning Code",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
