SystemName,StandardName,LongName,DBName,ShortName,MaximumLength,DataType,Precision,Searchable,Interpretation,Alignment,UseSeparator,EditMaskID,LookupName,MaxSelect,Units,Index,Minimum,Maximum,Default,Required,SearchHelpID,Unique,MetadataEntryID,ModTimeStamp,ForeignKeyName,ForeignField,InKeyIndex
SellerConcessionAmount,,"Seller Concession Amount",R2645,"Seller Concession Amount",20,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingAgent_MUI,,"Selling Agent MUI",R1965,"Selling Agent MUI",19,Long,,1,Number,Right,0,,,,,,0,9223372036854775807,,0,,0,,,,,
SellingAgentDirectWorkPhone,,"Selling Agent Direct Work Phone",R1966,"Selling Agent Direct Wor",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingAgentFullName,,"Selling Agent Full Name",R1968,"Selling Agent Full Name",150,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingAgentMLSID,,"Selling Agent MLSID",R1969,"Selling Agent MLSID",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingOffice_MUI,,"Selling Office MUI",R1970,"Selling Office MUI",19,Long,,1,Number,Right,0,,,,,,0,9223372036854775807,,0,,0,,,,,
SellingOfficeMLSID,,"Selling Office MLSID",R1971,"Selling Office MLSID",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingOfficeName,,"Selling Office Name",R1972,"Selling Office Name",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellingOfficePhone,,"Selling Office Phone",R1973,"Selling Office Phone",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SellPricePerSqFt,,"Sell Price Per Sq Ft",R1974,"Sell Price Per Sq Ft",17,Decimal,2,1,Number,Right,0,,,,,,0,9999999999999,,0,,0,,,,,
SettlementAgentAddress,,"Settlement Agent Address",R2646,"Settlement Agent Address",100,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SettlementAgentEmail,,"Settlement Agent Email",R2647,"Settlement Agent Email",80,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SettlementAgentName,,"Settlement Agent Name",R2648,"Settlement Agent Name",150,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SettlementAgentPhone,,"Settlement Agent Phone",R2649,"Settlement Agent Phone",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SourceofExpenses,,"Sourceof Expenses",R1980,"Sourceof Expenses",1000,Character,,1,LookupMulti,Left,0,,SourceofExpenses,100,,,,,,0,,0,,,,,
SourceofMeasureLotSize,,"Sourceof Measurements",R1981,"Sourceof Measurements",1000,Character,,1,LookupMulti,Left,0,,SourceofMeasurements,100,,,,,,0,,0,,,,,
SpecialInformation,,"Special Information",R1982,"Special Information",1000,Character,,1,LookupMulti,Left,0,,SpecialInformation,100,,,,,,0,,0,,,,,
StateOrProvince,,"State Or Province",R1985,"State Or Province",2,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
Status,,Status,R1986,Status,75,Character,,1,Lookup,Left,0,,Status,1,,,,,,0,,0,,,,,
StatusType,,"Status Type",R1989,"Status Type",75,Character,,1,Lookup,Left,0,,StatusType,1,,,,,,0,,0,,,,,
StreetDirPrefix,,"Street Dir Prefix",R1990,"Street Dir Prefix",75,Character,,1,Lookup,Left,0,,CardinalPoints,1,,,,,,0,,0,,,,,
StreetDirSuffix,,"Street Dir Suffix",R1991,"Street Dir Suffix",75,Character,,1,Lookup,Left,0,,CardinalPoints,1,,,,,,0,,0,,,,,
StreetName,,"Street Name",R1992,"Street Name",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
StreetNumber,,"Street Number",R1993,"Street Number",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
StreetNumberModifier,,"Street Number Modifier",R1994,"Street Number Modifier",10,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
StreetSuffix,,"Street Suffix",R1995,"Street Suffix",75,Character,,1,Lookup,Left,0,,StreetSuffix,1,,,,,,0,,0,,,,,
SubdivisionNumber,,"Subdivision Number",R1997,"Subdivision Number",10,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
SubjectPropertySqFt,,"Subject Property Sq Ft",R1998,"Subject Property Sq Ft",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
Table,,Table,R2001,Table,75,Character,,1,Lookup,Left,0,,Table,1,,,,,,0,,0,,,,,
Taxes,,Taxes,R2003,Taxes,17,Decimal,2,1,Number,Right,0,,,,,,0,9999999999999,,0,,0,,,,,
TaxYear,,"Tax Year",R2004,"Tax Year",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
Tenancy,,Tenancy,R2006,Tenancy,75,Character,,1,Lookup,Left,0,,Tenancy,1,,,,,,0,,0,,,,,
TotalBuildings,,"Total Buildings",R2014,"Total Buildings",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
TotalBuildingSqFt,,"Total Building Sq Ft",R2015,"Total Building Sq Ft",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
TotalFloors,,"Total Floors",R2017,"Total Floors",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
Township,,Township,R2018,Township,25,Character,,1,,Right,0,,,,,,,,,0,,0,,,,,
TransactionType,,"Transaction Type",R2021,"Transaction Type",75,Character,,1,Lookup,Left,0,,TransactionType,1,,,,,,0,,0,,,,,
UnitNumber,,"Unit Number",R2023,"Unit Number",25,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
UtilitiesAvailable,,"Utilities Available",R2302,"Utilities Available",1000,Character,,1,LookupMulti,Left,0,,UtilitiesAvailable,100,,,,,,0,,0,,,,,
VirtualTourURL,,"Virtual Tour URL",R2025,"Virtual Tour URL",255,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
VirtualTourURL2,,"Virtual Tour URL 2",R2675,"Virtual Tour URL 2",255,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
WaterfrontDesc,,"Waterfront Desc",R2027,"Waterfront Desc",1000,Character,,1,LookupMulti,Left,0,,WaterfrontDesc,100,,,,,,0,,0,,,,,
WaterfrontYN,,"Waterfront YN",R2028,"Waterfront YN",1,Boolean,,1,,Left,0,,,,,,,,,0,,0,,,,,
YearBuilt,,"Year Built",R2030,"Year Built",11,Int,,1,Number,Right,0,,,,,,-2147483648,2147483647,,0,,0,,,,,
ZoningCode,,"Zoning Code",R2032,"Zoning Code",50,Character,,1,,Left,0,,,,,,,,,0,,0,,,,,
